No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
0,21,0,0,0,0,0,0,0,1,0,1,1,1,2674,1,0,0,533.6,0.341544586,32275,0,1,1402.1,0,,524,0.01653292,1,Poor,521-530,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),>2500,0
0,25,0,0,0,0,0,1,0,0,1,0,0,1,2887,0,1,0,199,0.413652962,45899,0,0,0,0,,607,0.004335606,1,Fair,601-610,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,724,1,0,0,949,0.359676663,31767,1,0,0,0,,587,0.029873768,1,Fair,581-590,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,24,0,0,0,0,0,1,0,0,1,0,0,1,424,0,2,0,451,0.212650797,50667,0,0,0,0,,566,0.008901257,1,Poor,561-570,Low (10-30%),Target (<36%),<1%,No debt,<500,0
0,18,0,0,0,0,0,0,1,0,0,0,0,1,484,0,0,1,324.8,0.024694351,48261,0,0,0,0,,666,0.006730072,1,Fair,661-670,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,1,0,0,0,1932,3,1,1,207.2,0.343588832,39903,0,1,12760.3,0,,,0.005192592,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,2181,3,0,0,204,0.256258465,36190,0,1,7525.7,0,,642,0.005636916,1,Fair,641-650,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,0
0,21,0,0,0,0,0,1,0,0,0,0,1,0,2510,0,2,1,924.8,0.255780782,18718,0,0,0,0,,597,0.049406988,1,Fair,591-600,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
0,23,0,0,0,0,0,1,0,0,0,0,0,1,619,3,1,0,247,0.306762403,35949,0,0,0,0,,649,0.006870845,1,Fair,641-650,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,18,0,0,1,0,0,1,0,1,0,0,0,0,2442,1,1,0,725.6,0.310694996,20090,0,0,0,0,,,0.036117471,1,,,Moderate (30-60%),Target (<36%),3–5%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,1,0,0,0,1,1,1106,2,1,0,860,0.295160365,28082,0,0,0,0,,577,0.030624599,1,Poor,571-580,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,1,471,3,0,0,110.4,0.345780904,40016,0,0,0,0,,536,0.002758896,1,Poor,531-540,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1165,3,1,0,68.8,0,51823,0,0,0,0,,,0.001327596,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,0
1,25,0,0,1,0,0,1,0,1,0,1,0,0,1599,3,0,0,738,0.515927061,18063,1,0,0,0,,,0.040857,1,,,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
1,18,0,0,1,0,0,0,0,0,0,0,1,0,2132,3,0,0,717.6,0,44965,0,1,15226.4,1,256.6524098,,0.015959079,1,,,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),2001-2500,1
0,23,0,0,0,0,0,0,1,0,0,0,0,0,499,0,2,0,666,0.114323372,48416,0,0,0,0,,538,0.013755783,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,22,0,0,0,0,0,0,0,0,1,0,1,0,2470,3,1,0,680,0.365155262,27962,0,0,0,0,,,0.024318718,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2077,2,2,0,579,0.304303664,27857,0,0,0,0,,639,0.020784722,1,Fair,631-640,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,19,0,0,0,0,0,1,0,0,0,0,0,0,2764,0,1,0,753.6,0.366614607,21505,1,1,1585.5,0,,651,0.035043013,1,Fair,651-660,Moderate (30-60%),Target (<36%),3–5%,Low (1K–5K),>2500,0
1,21,0,0,0,0,0,1,0,0,0,0,1,0,1717,3,3,0,142.4,0.180990131,39405,0,0,0,0,,,0.003613755,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,487,0,1,0,782,0.140481333,18406,0,0,0,0,,538,0.042486146,1,Poor,531-540,Low (10-30%),Target (<36%),3–5%,No debt,<500,0
0,22,0,0,0,0,0,0,0,0,0,1,1,0,836,2,1,0,640,0.294173754,54716,0,0,0,0,,511,0.011696761,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,22,0,0,0,0,0,0,1,0,0,0,1,1,456,1,1,0,507,0.329661237,48367,0,0,0,0,,607,0.010482354,1,Fair,601-610,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,1171,0,1,0,487,0.449766586,53705,1,1,19105,0,,623,0.009068057,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1001-1500,0
1,22,0,0,0,0,0,0,0,0,0,0,0,1,1198,2,1,0,546,0.533832969,23930,0,0,0,0,,,0.022816548,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
1,25,0,0,0,0,0,0,1,0,0,0,0,0,2943,0,2,0,727,0.140025258,31743,0,0,0,0,,,0.022902687,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,22,0,0,0,0,0,1,0,0,1,0,0,1,2768,3,0,0,188,0,51436,1,0,0,0,,616,0.003655028,1,Fair,611-620,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
0,20,0,0,1,0,0,0,0,1,0,1,0,0,481,3,1,0,416.8,0.044780405,47396,0,0,0,0,,624,0.008793991,1,Fair,621-630,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2615,1,0,0,428.8,0.471634767,37000,0,1,6835.5,0,,503,0.011589189,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2298,1,2,0,905,0.406295407,39058,0,0,0,0,,516,0.023170669,1,Poor,511-520,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,20,0,0,1,0,0,1,1,1,1,1,0,1,172,2,2,1,1511.2,0.23042876,33704,0,1,13988.8,1,,588,0.044837408,1,Fair,581-590,Low (10-30%),Target (<36%),3–5%,High (10K–15K),<500,1
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1378,2,0,0,0,0.414795363,33233,0,1,6670.3,0,,,0,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,0
1,21,0,0,0,0,0,1,0,0,1,0,0,0,2863,1,1,0,552.8,0.001497217,46692,0,1,14887.6,0,,,0.011839287,1,,,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),>2500,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2891,0,0,1,1497.6,0.334197767,53536,0,0,0,0,,638,0.0279737,1,Fair,631-640,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,381,3,0,0,332,0.283467453,42713,0,1,9878.4,0,,,0.007772809,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),<500,0
0,24,0,0,0,0,0,0,1,0,0,0,1,0,2132,3,1,0,387,0.288867247,34175,0,0,0,0,,553,0.011324067,1,Poor,551-560,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,18,0,0,1,0,0,0,0,1,0,1,0,0,1125,0,0,0,530.4,0.308291068,49510,0,0,0,1,,,0.010712987,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,1
1,18,0,0,0,0,0,1,0,0,0,0,0,1,1089,1,0,1,1351.2,0.510460831,27127,0,1,14310.1,0,,,0.049810152,1,,,Moderate (30-60%),Target (<36%),3–5%,High (10K–15K),1001-1500,0
0,23,0,0,0,0,0,1,0,0,0,0,1,0,2454,1,1,1,1203,0.14723998,42982,0,1,21864,0,,567,0.02798846,1,Poor,561-570,Low (10-30%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
0,24,0,0,0,0,0,1,0,0,0,0,1,0,1375,0,0,1,1006,0.506932023,22002,0,0,0,0,,641,0.045723116,1,Fair,641-650,Moderate (30-60%),Target (<36%),3–5%,No debt,1001-1500,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1953,3,2,0,262.4,0.579772397,40702,0,1,11000.5,0,,578,0.006446858,1,Poor,571-580,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,23,0,0,1,0,0,1,0,1,1,0,1,1,1909,0,1,0,271,0,51835,0,1,2711,0,,515,0.005228128,1,Poor,511-520,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),1501-2000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2518,2,0,0,161,0.46418267,39401,0,0,0,0,,601,0.004086191,1,Fair,601-610,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,18,0,0,1,0,0,0,0,1,0,1,1,0,2543,3,0,1,1048,0.064578021,39902,1,0,0,0,,575,0.026264348,1,Poor,571-580,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
1,19,0,0,1,0,0,1,0,1,0,0,0,0,860,2,0,0,73.6,0.233709361,28836,1,0,0,0,,,0.002552365,1,,,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
0,25,0,0,1,0,0,1,0,1,0,0,0,0,444,3,1,0,655,0.450534839,33700,0,0,0,1,,536,0.019436202,1,Poor,531-540,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,1
1,25,0,0,1,0,0,1,0,1,1,1,0,1,1794,2,2,0,205,0.150828734,22991,0,0,0,1,,,0.008916533,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,1
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2757,1,1,0,231,0.378565152,45461,0,0,0,0,,627,0.005081278,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,21,0,0,0,0,0,1,0,0,0,0,0,0,1678,3,3,0,280,0.29904144,23267,0,1,16169.3,0,,576,0.012034212,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
0,25,0,0,0,0,0,0,1,0,0,0,1,0,2520,3,2,0,130,0.158988295,37348,0,0,0,0,,523,0.003480775,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1178,3,1,1,496,0.283876376,31070,0,1,12085.5,0,,534,0.015963952,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2989,1,1,0,201,0.225529368,45077,0,0,0,0,,669,0.004459037,1,Fair,661-670,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,25,0,0,0,0,0,0,0,1,0,0,1,0,174,3,2,0,846,0.172008849,47811,0,0,0,0,,523,0.017694673,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
0,19,0,0,1,0,0,0,0,1,1,0,1,0,277,2,1,0,9.6,0.31064004,19619,0,0,0,0,,594,0.000489322,1,Fair,591-600,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
0,21,0,0,1,0,0,0,0,1,0,1,0,0,2705,1,0,0,759.2,0.226163395,32684,1,1,2468.9,0,,614,0.023228491,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),>2500,0
0,21,0,0,1,0,0,0,0,0,0,1,0,0,2371,2,2,0,275.2,0.012389458,46965,0,0,0,0,,507,0.005859683,1,Poor,501-510,Very Low (<10%),Target (<36%),<1%,No debt,2001-2500,0
0,25,0,0,0,0,0,1,0,0,1,0,1,0,794,3,3,0,271,0.021169502,42588,0,0,0,0,,569,0.006363295,1,Poor,561-570,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
0,19,0,0,0,0,0,1,0,0,0,0,0,0,589,2,0,0,74.4,0.100166475,18051,1,1,7067.2,0,,671,0.004121655,1,Good,671-680,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,21,0,0,0,0,0,1,0,0,1,0,1,0,739,3,2,0,449.6,0.134467813,36167,1,1,13195.7,0,,531,0.012431222,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1766,0,0,0,3.2,0.09561496,30989,0,1,15873.9,0,,677,0.000103262,1,Good,671-680,Very Low (<10%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,21,0,0,0,0,0,0,0,1,0,0,1,1,2826,0,1,0,565.6,0.095454479,48445,1,0,0,0,,607,0.011675095,1,Fair,601-610,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,21,0,0,0,0,0,0,1,0,0,0,1,0,2237,2,2,0,294.4,0.164531719,24770,0,0,0,0,,590,0.011885345,1,Fair,581-590,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,22,0,0,1,0,0,0,0,1,0,1,0,0,1989,1,0,0,844,0.058166107,41358,0,1,17907,1,,560,0.020407176,1,Poor,551-560,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),1501-2000,1
0,18,0,0,1,0,0,0,0,0,0,1,1,1,322,2,1,0,543.2,0.001321169,26282,0,1,16583.7,0,,578,0.020668138,1,Poor,571-580,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),<500,0
0,21,0,0,0,0,0,1,1,1,0,0,0,0,2788,1,1,0,620.8,0.390626294,50990,0,0,0,0,,661,0.012174936,1,Fair,661-670,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,25,0,0,0,0,0,0,0,0,1,0,0,0,869,3,2,0,253,0.027108352,31344,1,0,0,0,,573,0.00807172,1,Poor,571-580,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
1,20,0,0,0,0,0,1,1,0,1,0,0,0,2809,2,2,0,280,0.382399384,22852,0,1,2787.4,0,,,0.012252757,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),>2500,0
0,23,0,0,0,0,0,0,1,0,0,0,0,0,1401,0,1,0,8,0.425248484,44998,0,0,0,0,,543,0.000177786,1,Poor,541-550,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,24,0,0,1,0,0,1,1,1,0,1,0,0,1770,0,0,1,1591,0.447885198,45553,0,0,0,0,,531,0.03492635,1,Poor,531-540,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2981,1,0,0,195.2,0.02335184,18345,0,1,7954.1,0,,,0.010640501,1,,,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2323,2,0,0,636,0.413793545,36114,1,1,11516.4,0,,,0.017610899,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
1,18,0,0,0,0,0,1,1,0,0,0,0,1,2417,0,2,1,1392.8,0.073241876,49513,1,0,0,0,,,0.028129986,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2059,3,1,0,593,0.512338831,47059,1,1,4986,0,,621,0.012601203,1,Fair,621-630,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),2001-2500,0
1,21,0,0,0,0,0,1,1,0,0,0,0,0,74,1,0,1,725.6,0.263020108,26211,0,0,0,0,,,0.027683034,1,,,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1928,2,0,0,60,0.040626788,28273,0,1,13366,0,,645,0.002122166,1,Fair,641-650,Very Low (<10%),Target (<36%),<1%,High (10K–15K),1501-2000,0
1,21,0,0,0,0,0,0,0,0,0,0,1,0,1289,2,1,0,534.4,0.211341261,31472,0,1,15096.2,0,,,0.016980173,1,,,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1001-1500,0
0,25,0,0,0,0,0,0,1,0,0,0,1,0,1321,2,2,0,504,0.190390432,47858,0,0,0,0,,525,0.010531155,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,22,0,0,1,0,0,0,0,1,1,1,0,1,98,2,2,0,868,0.370707393,47590,0,0,0,0,,524,0.018239126,1,Poor,521-530,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2001,1,1,0,997,0.163697306,51983,1,0,0,0,,597,0.019179347,1,Fair,591-600,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,296,3,0,1,1332,0.410121462,47655,0,1,3718.4,0,,,0.027950897,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),<500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2440,3,1,0,438,0.408301352,49564,0,1,13815,0,,672,0.008837059,1,Good,671-680,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),2001-2500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,872,3,1,1,285,0.310946998,30016,0,1,13965,0,,629,0.009494936,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),501-1000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1147,3,2,0,118.4,0.23995211,28301,0,0,0,0,,620,0.004183598,1,Fair,611-620,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,369,3,2,0,571.2,0.203250966,25346,0,1,13657.7,0,,634,0.0225361,1,Fair,631-640,Low (10-30%),Target (<36%),1–3%,High (10K–15K),<500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1722,2,0,0,980,0.28325979,54746,1,0,0,0,,628,0.017900851,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,307,1,0,0,200,0.368131902,50347,0,0,0,0,,,0.003972431,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,906,1,1,0,424.8,0.345935926,43130,0,0,0,0,,,0.009849293,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,19,0,0,0,0,0,1,1,0,0,0,1,1,1443,0,0,1,983.2,0.340358818,47227,1,1,2943.5,0,,,0.0208186,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2421,0,2,0,255.2,0.247345411,45161,0,0,0,0,,,0.005650893,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
0,25,0,0,0,0,0,1,1,0,1,0,1,0,2081,1,0,0,729,0.133601986,26985,0,0,0,0,,613,0.027015008,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,1,0,0,0,0,0,0,1,0,0,2079,3,1,1,414,0.251458317,37092,0,1,12501,1,,535,0.011161436,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,High (10K–15K),2001-2500,1
0,19,0,0,0,0,0,1,0,0,1,0,0,0,2964,1,1,0,621.6,0.467858293,28223,0,0,0,0,,618,0.02202459,1,Fair,611-620,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,1715,0,0,0,249.6,0,40878,0,1,17208.8,0,,595,0.006105974,1,Fair,591-600,Very Low (<10%),Target (<36%),<1%,Very High (>15K),1501-2000,0
1,22,0,0,0,0,0,0,0,1,1,1,1,0,1731,0,0,0,181,0.206564525,25796,1,1,3255,1,,,0.007016592,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),1501-2000,1
1,22,0,0,1,0,0,0,0,1,1,1,0,0,2571,3,2,0,521,0.230657583,23309,0,1,14135,0,,,0.022351881,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),>2500,0
0,24,0,0,0,0,0,1,0,0,0,0,1,0,1670,1,1,1,1584,0.029163379,25387,1,0,0,0,,665,0.062394139,1,Fair,661-670,Very Low (<10%),Target (<36%),5–7%,No debt,1501-2000,0
0,25,0,0,1,0,0,0,1,1,0,1,0,0,1283,2,0,0,782,0.037385631,45886,0,0,0,0,,580,0.017042235,1,Fair,571-580,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,1,0,709.6,0.07247559,41149,0,0,0,0,,615,0.017244648,1,Fair,611-620,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,23,0,0,0,0,0,0,0,1,0,1,0,0,1038,0,0,1,485,0.162666436,36344,0,0,0,1,,678,0.013344706,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,1
1,18,0,0,0,0,0,0,0,1,0,0,0,1,2533,1,0,0,700.8,0.309078977,52764,1,0,0,1,,,0.013281783,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,1
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2126,2,0,0,468,0.497930919,54862,0,0,0,0,,640,0.008530495,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,196,2,1,0,50,0.09231948,35527,0,0,0,0,,675,0.00140738,1,Good,671-680,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
1,24,0,0,1,0,0,0,0,1,0,1,0,1,581,2,2,0,32,0.672517403,27453,0,0,0,0,,,0.001165629,1,,,High (60-100%),Target (<36%),<1%,No debt,501-1000,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1199,0,1,0,146.4,0.201303387,33205,0,1,11396.7,0,,,0.004408975,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1001-1500,0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,2418,3,0,0,462.4,0.123509128,34847,0,1,5868.8,0,,659,0.013269435,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
0,22,0,0,1,0,0,0,1,1,0,0,0,0,2213,2,0,0,758,0.288001103,33588,1,1,11970,1,,505,0.022567584,1,Poor,501-510,Low (10-30%),Target (<36%),1–3%,High (10K–15K),2001-2500,1
1,19,0,0,0,0,0,0,0,1,0,0,1,0,2356,0,2,0,130.4,0.081649062,44983,0,0,0,0,,,0.002898873,1,,,Very Low (<10%),Target (<36%),<1%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,1,2025,3,0,0,225,0.442444774,54274,0,1,8645,0,,532,0.004145631,1,Poor,531-540,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1755,2,0,0,659.2,0,19093,0,1,15057,0,,550,0.034525742,1,Poor,541-550,Very Low (<10%),Target (<36%),3–5%,Very High (>15K),1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,1,0,2482,2,2,0,378.4,0.217894424,23289,0,1,8521.8,0,,,0.016248014,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
0,20,0,0,1,0,0,0,1,1,0,0,1,1,692,0,2,0,190.4,0.226139682,54276,0,1,12066.6,0,,636,0.003507996,1,Fair,631-640,Low (10-30%),Target (<36%),<1%,High (10K–15K),501-1000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,2,0,706.4,0.27429299,47516,0,0,0,0,,,0.014866571,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2843,2,2,0,958,0.111808754,26651,0,1,14817,0,,567,0.035946118,1,Poor,561-570,Low (10-30%),Target (<36%),3–5%,High (10K–15K),>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2529,0,0,1,1571.2,0,28638,1,1,8856.4,0,,,0.054864166,1,,,Very Low (<10%),Target (<36%),5–7%,Moderate (5K–10K),>2500,0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,135,3,1,0,63.2,0.547843828,28748,0,1,12527.2,0,,,0.002198414,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),<500,0
0,18,0,0,1,0,0,0,0,1,0,1,1,0,2998,3,1,0,578.4,0.31743613,53306,0,0,0,1,279.4673603,509,0.010850561,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,1
0,20,0,0,1,0,0,0,0,1,1,0,0,1,917,2,0,0,144.8,0.080437601,51640,0,1,5268.2,0,,655,0.002804028,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,24,0,0,0,0,0,0,1,0,1,0,0,0,940,3,0,0,631,0.28872048,50225,0,0,0,0,,617,0.012563464,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,22,0,0,0,0,0,0,0,1,0,0,0,0,1536,2,2,0,342,0.093687897,43618,0,0,0,0,,,0.0078408,1,,,Very Low (<10%),Target (<36%),<1%,No debt,1501-2000,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2,0,927,0.413623686,23160,0,0,0,0,,506,0.040025907,1,Poor,501-510,Moderate (30-60%),Target (<36%),3–5%,No debt,<500,0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,1285,1,0,0,643,0,21122,0,0,0,0,,553,0.030442193,1,Poor,551-560,Very Low (<10%),Target (<36%),3–5%,No debt,1001-1500,0
0,21,0,0,0,0,0,0,1,0,1,0,0,0,1802,3,2,0,464.8,0.329308219,41484,0,1,13654.2,0,,567,0.01120432,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,548,2,0,1,571.2,0.100651285,33171,0,0,0,0,,,0.017219861,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,22,0,0,0,0,0,0,1,0,0,0,0,0,2360,2,2,1,529,0.457195635,51818,0,0,0,0,,578,0.010208808,1,Poor,571-580,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2635,1,1,0,287,0.05420757,31773,0,0,0,0,,654,0.009032827,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,514,2,2,0,492,0.187315325,27827,0,0,0,0,,,0.01768067,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
